City,Avg_Household_Size,Pct_Divorced,Pct_Never_Married,Pct_Married,Cluster
Mersin,3.0530379197322364,0.0643894128494238,0.2819625941970011,0.5977086241443075,2
İstanbul,3.0912271219472123,0.0596463468867932,0.3238218589672321,0.5719447720138062,2
İzmir,2.7485208462468305,0.083688500963688,0.2652321817338945,0.5871270939127593,2
Kars,3.4852792156218335,0.021839313662976,0.3341352192143451,0.588424825613974,0
Kastamonu,2.6275975763184913,0.0415572757511851,0.2289646649410057,0.6357051948131798,3
Kayseri,3.10763888128129,0.0480719445479306,0.2701274363790538,0.624984549106182,3
Kırklareli,2.6482685011221663,0.0574169614249545,0.2455493297396978,0.6160011348322576,3
Kırşehir,2.806895441429615,0.0498967208882003,0.2637242050487596,0.6140290770422451,3
Kocaeli,3.1636386816153585,0.0499124025573538,0.2745451311152904,0.6262883611846779,3
Konya,3.174110837721747,0.0443014340718805,0.2646888972594041,0.6335214166385338,3
Kütahya,2.7137692242118514,0.0427257842606254,0.2391660285502617,0.6374129204564556,3
Malatya,3.0892191418694503,0.0366696718830203,0.2993277747798734,0.6036931257321102,0
Manisa,2.905457368478511,0.0518420637097243,0.2339267163645732,0.6423820090254058,3
Kahramanmaraş,3.355873058663192,0.0371178889415189,0.2790489070119195,0.6349731014866835,0
Mardin,4.2497581370475705,0.015916579583698,0.3732826785174185,0.5736897947295734,1
Muğla,2.704317910158046,0.0835323281253553,0.2517492589812983,0.6074707247525696,2
Muş,4.113090005318052,0.0109608698051768,0.3667347351767022,0.5823500193167394,1
Nevşehir,2.9393075003131957,0.0514975930514439,0.2572083992355976,0.6243973054431121,3
Niğde,3.00581127588488,0.0444393694123336,0.2750659940756463,0.6167910422697932,3
Ordu,2.68149407224485,0.0410941156086146,0.2294439666139578,0.6497915323581429,3
Rize,2.8119758766580594,0.0344135072929858,0.2864537144710644,0.5986183527203337,0
Sakarya,3.140880521403376,0.049104888659571,0.2725806416048721,0.6163302970768589,3
Samsun,2.941326062849808,0.0480977148183964,0.2589407839139942,0.6236106392061542,3
Siirt,4.294854801783347,0.0116041749194812,0.3901500146397754,0.5613837171250926,1
Sinop,2.56604087848288,0.0482903543817776,0.2291495875058372,0.6297307113578582,3
Sivas,3.0049663425579656,0.0372528756724389,0.2836364338764354,0.6071913541495639,0
Tekirdağ,2.993208932395228,0.056227894161436,0.2513341924548832,0.6358953051029969,3
Tokat,2.935149753295166,0.0381014600229931,0.249800870285138,0.6316806547934348,3
Trabzon,2.827481779878153,0.0329958429506806,0.2851008643836262,0.6129410240708465,0
Tunceli,2.4941233295765577,0.0642920263748215,0.3059071443137788,0.5606281014207056,2
Şanlıurfa,4.632831454408503,0.0175986024454411,0.3558108553458416,0.5936709267317221,1
Uşak,2.749306176747173,0.0625855574256632,0.2326777270177125,0.6354283882343512,2
Van,4.175991606589752,0.0129872599835678,0.3691194072240762,0.5814699199691643,1
Yozgat,2.831853368122126,0.0391567850895923,0.2594169918275896,0.626315512369765,3
Zonguldak,2.706919497529777,0.0544152381866653,0.2533544530376574,0.6163073716967963,3
Aksaray,3.1964527900372404,0.0495733347274744,0.2631644679899389,0.6317027691128034,3
Bayburt,2.9842165489484276,0.022956302348437,0.3424229533686356,0.5730861191380752,0
Karaman,2.884540140070614,0.054007628169334,0.2697684102932965,0.6143657546303745,3
Kırıkkale,2.753095025072304,0.0566802987798695,0.2706467367424882,0.6005509176327442,2
Batman,4.429250908094031,0.0146927440448639,0.3913931735250745,0.5608602520908905,1
Şırnak,4.844663194137901,0.0101470359016989,0.4362108380526835,0.5259261183561075,1
Bartın,2.7312083003897745,0.0473846431756855,0.2473439987355063,0.6269856502545923,3
Ardahan,2.9637980752527535,0.0273065616656328,0.2910677202729307,0.6052212842849052,0
Iğdır,3.7103224435385713,0.0330857750193541,0.3491425122357665,0.5704491477608219,0
Yalova,2.8697130344589143,0.0669088624000942,0.2779686978379121,0.593755277575948,2
Karabük,2.574326130541323,0.0474519413222637,0.2966870786227317,0.5817594887484363,3
Kilis,3.2558263772954925,0.0340543700672318,0.3085613081830218,0.6026359681551662,0
Osmaniye,3.224084828251005,0.0393056493801429,0.2834212146294114,0.6228151679966062,0
Düzce,3.0240232512374927,0.0497711297839204,0.2653414104090056,0.6192079254824632,3
